x,y,z,groundZ,timestamp,obstacle
1994.35,142.72,2.84,-0.03,2026-05-10T07:40:54Z,false
1996.00,143.09,2.84,-0.02,2026-05-10T07:40:56Z,false
1997.64,143.47,2.84,-0.02,2026-05-10T07:40:58Z,false
1999.27,143.85,2.85,-0.02,2026-05-10T07:41:00Z,false
2000.90,144.23,2.85,-0.02,2026-05-10T07:41:02Z,false
2002.52,144.62,2.85,-0.01,2026-05-10T07:41:04Z,false
2004.13,145.02,2.85,-0.01,2026-05-10T07:41:06Z,false
2005.74,145.42,2.86,-0.01,2026-05-10T07:41:08Z,false
2007.34,145.82,2.86,-0.01,2026-05-10T07:41:10Z,false
2008.94,146.23,2.86,-0.00,2026-05-10T07:41:12Z,false
2010.53,146.64,2.86,-0.00,2026-05-10T07:41:14Z,false
2012.12,147.06,2.87,-0.00,2026-05-10T07:41:16Z,false
2013.70,147.48,2.87,0.00,2026-05-10T07:41:18Z,false
2015.28,147.90,2.87,0.00,2026-05-10T07:41:20Z,false
2016.85,148.32,2.87,0.01,2026-05-10T07:41:22Z,false
2018.42,148.75,2.88,0.01,2026-05-10T07:41:24Z,false
2019.99,149.18,2.88,0.01,2026-05-10T07:41:26Z,false
2021.56,149.60,2.88,0.01,2026-05-10T07:41:28Z,false
2023.13,150.03,2.88,0.02,2026-05-10T07:41:30Z,false
2024.70,150.46,2.89,0.02,2026-05-10T07:41:32Z,false
2026.26,150.89,2.89,0.02,2026-05-10T07:41:34Z,false
2027.83,151.32,2.89,0.03,2026-05-10T07:41:36Z,false
2029.40,151.74,2.89,0.03,2026-05-10T07:41:38Z,false
2030.97,152.17,2.90,0.03,2026-05-10T07:41:40Z,false
2032.55,152.59,2.90,0.03,2026-05-10T07:41:42Z,false
2034.13,153.00,2.90,0.04,2026-05-10T07:41:44Z,false
2035.71,153.42,2.90,0.04,2026-05-10T07:41:46Z,false
2037.29,153.83,2.91,0.04,2026-05-10T07:41:48Z,false
2038.88,154.24,2.91,0.04,2026-05-10T07:41:50Z,false
2040.48,154.64,2.91,0.05,2026-05-10T07:41:52Z,false
2042.08,155.04,2.91,0.05,2026-05-10T07:41:54Z,false
2043.68,155.43,2.92,0.05,2026-05-10T07:41:56Z,false
2045.29,155.82,2.92,0.05,2026-05-10T07:41:58Z,false
2046.90,156.21,2.92,0.06,2026-05-10T07:42:00Z,false
2048.51,156.59,2.92,0.06,2026-05-10T07:42:02Z,false
2050.13,156.97,2.93,0.06,2026-05-10T07:42:04Z,false
2051.75,157.34,2.93,0.07,2026-05-10T07:42:06Z,false
2053.38,157.72,2.93,0.07,2026-05-10T07:42:08Z,false
2055.00,158.08,2.93,0.07,2026-05-10T07:42:10Z,false
2056.63,158.45,2.94,0.07,2026-05-10T07:42:12Z,false
2058.26,158.82,2.94,0.08,2026-05-10T07:42:14Z,false
2059.88,159.18,2.94,0.08,2026-05-10T07:42:16Z,false
2061.51,159.54,2.94,0.08,2026-05-10T07:42:18Z,false
2063.14,159.90,2.95,0.09,2026-05-10T07:42:20Z,false
2064.76,160.26,2.95,0.09,2026-05-10T07:42:22Z,false
2066.39,160.62,2.95,0.09,2026-05-10T07:42:24Z,false
2068.01,160.98,2.95,0.09,2026-05-10T07:42:26Z,false
2069.62,161.34,2.96,0.10,2026-05-10T07:42:28Z,false
2071.23,161.71,2.96,0.10,2026-05-10T07:42:30Z,false
2072.84,162.08,2.96,0.10,2026-05-10T07:42:32Z,false
2074.44,162.45,2.96,0.11,2026-05-10T07:42:34Z,false
2076.04,162.82,2.97,0.11,2026-05-10T07:42:36Z,false
2077.63,163.20,2.97,0.11,2026-05-10T07:42:38Z,false
2079.22,163.58,2.97,0.12,2026-05-10T07:42:40Z,false
2080.80,163.97,2.97,0.12,2026-05-10T07:42:42Z,false
2082.38,164.36,2.98,0.12,2026-05-10T07:42:44Z,false
2083.94,164.76,2.98,0.12,2026-05-10T07:42:46Z,false
2085.51,165.16,2.98,0.13,2026-05-10T07:42:48Z,false
2087.07,165.56,2.98,0.13,2026-05-10T07:42:50Z,false
2088.62,165.98,2.99,0.13,2026-05-10T07:42:52Z,false
2090.17,166.40,2.99,0.14,2026-05-10T07:42:54Z,false
2091.71,166.82,2.99,0.14,2026-05-10T07:42:56Z,false
2093.26,167.25,2.99,0.14,2026-05-10T07:42:58Z,false
2094.79,167.68,3.00,0.15,2026-05-10T07:43:00Z,false
2096.33,168.12,3.00,0.15,2026-05-10T07:43:02Z,false
2097.87,168.57,3.00,0.15,2026-05-10T07:43:04Z,false
2099.40,169.01,3.00,0.15,2026-05-10T07:43:06Z,false
2100.94,169.47,3.01,0.16,2026-05-10T07:43:08Z,false
2102.47,169.92,3.01,0.16,2026-05-10T07:43:10Z,false
2104.01,170.38,3.01,0.16,2026-05-10T07:43:12Z,false
2105.55,170.84,3.01,0.17,2026-05-10T07:43:14Z,false
2107.09,171.30,3.02,0.17,2026-05-10T07:43:16Z,false
2108.64,171.76,3.02,0.17,2026-05-10T07:43:18Z,false
2110.19,172.23,3.02,0.18,2026-05-10T07:43:20Z,false
2111.75,172.69,3.02,0.18,2026-05-10T07:43:22Z,false
2113.31,173.16,3.03,0.18,2026-05-10T07:43:24Z,false
2114.87,173.62,3.03,0.18,2026-05-10T07:43:26Z,false
2116.45,174.08,3.03,0.19,2026-05-10T07:43:28Z,false
2118.03,174.54,3.03,0.19,2026-05-10T07:43:30Z,false
2119.61,174.99,3.04,0.19,2026-05-10T07:43:32Z,false
2121.21,175.45,3.04,0.20,2026-05-10T07:43:34Z,false
2122.81,175.90,3.04,0.20,2026-05-10T07:43:36Z,false
2124.41,176.34,3.04,0.20,2026-05-10T07:43:38Z,false
2126.03,176.78,3.05,0.20,2026-05-10T07:43:40Z,false
2127.65,177.22,3.05,0.21,2026-05-10T07:43:42Z,false
2129.27,177.65,3.05,0.21,2026-05-10T07:43:44Z,false
2130.91,178.07,3.05,0.21,2026-05-10T07:43:46Z,false
2132.54,178.49,3.06,0.22,2026-05-10T07:43:48Z,false
2134.19,178.90,3.06,0.22,2026-05-10T07:43:50Z,false
2135.83,179.31,3.06,0.22,2026-05-10T07:43:52Z,false
2137.48,179.72,3.06,0.22,2026-05-10T07:43:54Z,false
2139.13,180.11,3.06,0.23,2026-05-10T07:43:56Z,false
2140.78,180.51,3.07,0.23,2026-05-10T07:43:58Z,false
2142.44,180.89,3.07,0.23,2026-05-10T07:44:00Z,false
2144.09,181.28,3.07,0.24,2026-05-10T07:44:02Z,false
2145.75,181.66,3.07,0.24,2026-05-10T07:44:04Z,false
2147.40,182.03,3.08,0.24,2026-05-10T07:44:06Z,false
2149.06,182.40,3.08,0.24,2026-05-10T07:44:08Z,false
2150.71,182.77,3.08,0.25,2026-05-10T07:44:10Z,false
2152.35,183.14,3.08,0.25,2026-05-10T07:44:12Z,false
2154.00,183.50,3.09,0.25,2026-05-10T07:44:14Z,false
2155.64,183.86,3.09,0.26,2026-05-10T07:44:16Z,false
2157.27,184.22,3.09,0.26,2026-05-10T07:44:18Z,false
2158.91,184.58,3.09,0.26,2026-05-10T07:44:20Z,false
2160.53,184.94,3.09,0.26,2026-05-10T07:44:22Z,false
2162.15,185.30,3.10,0.27,2026-05-10T07:44:24Z,false
2163.77,185.67,3.10,0.27,2026-05-10T07:44:26Z,false
2165.38,186.03,3.10,0.27,2026-05-10T07:44:28Z,false
2166.99,186.39,3.10,0.27,2026-05-10T07:44:30Z,false
2168.59,186.76,3.11,0.28,2026-05-10T07:44:32Z,false
2170.19,187.13,3.11,0.28,2026-05-10T07:44:34Z,false
2171.79,187.51,3.11,0.28,2026-05-10T07:44:36Z,false
2173.38,187.89,3.11,0.29,2026-05-10T07:44:38Z,false
2174.97,188.27,3.12,0.29,2026-05-10T07:44:40Z,false
2176.55,188.65,3.12,0.29,2026-05-10T07:44:42Z,false
2178.13,189.04,3.12,0.29,2026-05-10T07:44:44Z,false
2179.72,189.44,3.12,0.30,2026-05-10T07:44:46Z,false
2181.30,189.83,3.12,0.30,2026-05-10T07:44:48Z,false
2182.88,190.24,3.13,0.30,2026-05-10T07:44:50Z,false
2184.46,190.64,3.13,0.30,2026-05-10T07:44:52Z,false
2186.04,191.05,3.13,0.30,2026-05-10T07:44:54Z,false
2187.63,191.46,3.13,0.31,2026-05-10T07:44:56Z,false
2189.21,191.88,3.14,0.31,2026-05-10T07:44:58Z,false
2190.80,192.30,3.14,0.31,2026-05-10T07:45:00Z,false
2192.39,192.72,3.14,0.31,2026-05-10T07:45:02Z,false
2193.99,193.15,3.14,0.32,2026-05-10T07:45:04Z,false
2195.59,193.57,3.14,0.32,2026-05-10T07:45:06Z,false
2197.20,194.00,3.15,0.32,2026-05-10T07:45:08Z,false
2198.80,194.43,3.15,0.32,2026-05-10T07:45:10Z,false
2200.42,194.86,3.15,0.33,2026-05-10T07:45:12Z,false
2202.04,195.29,3.15,0.33,2026-05-10T07:45:14Z,false
2203.66,195.72,3.15,0.33,2026-05-10T07:45:16Z,false
2205.29,196.14,3.16,0.33,2026-05-10T07:45:18Z,false
2206.92,196.57,3.16,0.33,2026-05-10T07:45:20Z,false
2208.56,196.99,3.16,0.34,2026-05-10T07:45:22Z,false
2210.20,197.41,3.16,0.34,2026-05-10T07:45:24Z,false
2211.84,197.83,3.16,0.34,2026-05-10T07:45:26Z,false
2213.49,198.24,3.17,0.34,2026-05-10T07:45:28Z,false
2215.14,198.65,3.17,0.34,2026-05-10T07:45:30Z,false
2216.79,199.06,3.17,0.35,2026-05-10T07:45:32Z,false
2218.44,199.46,3.17,0.35,2026-05-10T07:45:34Z,false
2220.09,199.85,3.17,0.35,2026-05-10T07:45:36Z,false
2221.74,200.24,3.18,0.35,2026-05-10T07:45:38Z,false
2223.39,200.63,3.18,0.35,2026-05-10T07:45:40Z,false
2225.04,201.01,3.18,0.36,2026-05-10T07:45:42Z,false
2226.68,201.39,3.18,0.36,2026-05-10T07:45:44Z,false
2228.32,201.76,3.18,0.36,2026-05-10T07:45:46Z,false
2229.96,202.12,3.19,0.36,2026-05-10T07:45:48Z,false
2231.60,202.48,3.19,0.36,2026-05-10T07:45:50Z,false
2233.22,202.84,3.19,0.36,2026-05-10T07:45:52Z,false
2234.85,203.19,3.19,0.37,2026-05-10T07:45:54Z,false
2236.46,203.54,3.19,0.37,2026-05-10T07:45:56Z,false
2238.08,203.89,3.19,0.37,2026-05-10T07:45:58Z,false
2239.68,204.23,3.20,0.37,2026-05-10T07:46:00Z,false
2241.28,204.57,3.20,0.37,2026-05-10T07:46:02Z,false
2242.87,204.91,3.20,0.37,2026-05-10T07:46:04Z,false
2244.45,205.25,3.20,0.38,2026-05-10T07:46:06Z,false
2246.03,205.59,3.20,0.38,2026-05-10T07:46:08Z,false
2247.60,205.92,3.20,0.38,2026-05-10T07:46:10Z,false
2249.17,206.26,3.21,0.38,2026-05-10T07:46:12Z,false
2250.73,206.60,3.21,0.38,2026-05-10T07:46:14Z,false
2252.28,206.94,3.21,0.38,2026-05-10T07:46:16Z,false
2253.83,207.28,3.21,0.38,2026-05-10T07:46:18Z,false
2255.37,207.63,3.21,0.39,2026-05-10T07:46:20Z,false
2256.91,207.97,3.21,0.39,2026-05-10T07:46:22Z,false
2258.45,208.33,3.21,0.39,2026-05-10T07:46:24Z,false
2259.99,208.68,3.22,0.39,2026-05-10T07:46:26Z,false
2261.52,209.04,3.22,0.39,2026-05-10T07:46:28Z,false
2263.05,209.41,3.22,0.39,2026-05-10T07:46:30Z,false
2264.59,209.78,3.22,0.39,2026-05-10T07:46:32Z,false
2266.12,210.16,3.22,0.39,2026-05-10T07:46:34Z,false
2267.66,210.54,3.22,0.39,2026-05-10T07:46:36Z,false
2269.19,210.93,3.22,0.39,2026-05-10T07:46:38Z,false
2270.73,211.32,3.23,0.40,2026-05-10T07:46:40Z,false
2272.28,211.72,3.23,0.40,2026-05-10T07:46:42Z,false
2273.83,212.13,3.23,0.40,2026-05-10T07:46:44Z,false
2275.38,212.54,3.23,0.40,2026-05-10T07:46:46Z,false
2276.94,212.95,3.23,0.40,2026-05-10T07:46:48Z,false
2278.50,213.37,3.23,0.40,2026-05-10T07:46:50Z,false
2280.07,213.80,3.23,0.40,2026-05-10T07:46:52Z,false
2281.64,214.23,3.23,0.40,2026-05-10T07:46:54Z,false
2283.22,214.66,3.23,0.40,2026-05-10T07:46:56Z,false
2284.81,215.10,3.24,0.40,2026-05-10T07:46:58Z,false
2286.40,215.54,3.24,0.40,2026-05-10T07:47:00Z,false
2288.00,215.99,3.24,0.40,2026-05-10T07:47:02Z,false
2289.60,216.43,3.24,0.40,2026-05-10T07:47:04Z,false
2291.21,216.88,3.24,0.40,2026-05-10T07:47:06Z,false
2292.82,217.33,3.24,0.41,2026-05-10T07:47:08Z,false
2294.44,217.78,3.24,0.41,2026-05-10T07:47:10Z,false
2296.06,218.23,3.24,0.41,2026-05-10T07:47:12Z,false
2297.68,218.68,3.24,0.41,2026-05-10T07:47:14Z,false
2299.31,219.12,3.24,0.41,2026-05-10T07:47:16Z,false
2300.94,219.57,3.24,0.41,2026-05-10T07:47:18Z,false
2302.57,220.01,3.24,0.41,2026-05-10T07:47:20Z,false
2304.20,220.45,3.24,0.41,2026-05-10T07:47:22Z,false
2305.83,220.89,3.25,0.41,2026-05-10T07:47:24Z,false
2307.47,221.32,3.25,0.41,2026-05-10T07:47:26Z,false
2309.09,221.75,3.25,0.41,2026-05-10T07:47:28Z,false
2310.72,222.18,3.25,0.41,2026-05-10T07:47:30Z,false
2312.35,222.60,3.25,0.41,2026-05-10T07:47:32Z,false
2313.97,223.02,3.25,0.41,2026-05-10T07:47:34Z,false
2315.59,223.43,3.25,0.41,2026-05-10T07:47:36Z,false
2317.21,223.84,3.25,0.41,2026-05-10T07:47:38Z,false
2318.82,224.24,3.25,0.41,2026-05-10T07:47:40Z,false
2320.43,224.64,3.25,0.41,2026-05-10T07:47:42Z,false
2322.03,225.04,3.25,0.41,2026-05-10T07:47:44Z,false
2323.63,225.43,3.25,0.41,2026-05-10T07:47:46Z,false
2325.22,225.82,3.25,0.41,2026-05-10T07:47:48Z,false
2326.81,226.20,3.25,0.41,2026-05-10T07:47:50Z,false
2328.40,226.59,3.25,0.41,2026-05-10T07:47:52Z,false
2329.98,226.97,3.25,0.41,2026-05-10T07:47:54Z,false
2331.56,227.34,3.25,0.41,2026-05-10T07:47:56Z,false
2333.14,227.72,3.25,0.41,2026-05-10T07:47:58Z,false
2334.71,228.09,3.25,0.41,2026-05-10T07:48:00Z,false
2336.29,228.47,3.25,0.41,2026-05-10T07:48:02Z,false
2337.86,228.84,3.25,0.41,2026-05-10T07:48:04Z,false
2339.43,229.22,3.25,0.40,2026-05-10T07:48:06Z,false
2341.00,229.59,3.25,0.40,2026-05-10T07:48:08Z,false
2342.57,229.97,3.25,0.40,2026-05-10T07:48:10Z,false
2344.14,230.34,3.25,0.40,2026-05-10T07:48:12Z,false
2345.72,230.72,3.25,0.40,2026-05-10T07:48:14Z,false
2347.30,231.10,3.25,0.40,2026-05-10T07:48:16Z,false
2348.88,231.49,3.25,0.40,2026-05-10T07:48:18Z,false
2350.46,231.87,3.25,0.40,2026-05-10T07:48:20Z,false
2352.05,232.26,3.25,0.40,2026-05-10T07:48:22Z,false
2353.65,232.66,3.24,0.40,2026-05-10T07:48:24Z,false
2355.25,233.05,3.24,0.40,2026-05-10T07:48:26Z,false
2356.85,233.45,3.24,0.40,2026-05-10T07:48:28Z,false
2358.46,233.86,3.24,0.40,2026-05-10T07:48:30Z,false
2360.08,234.26,3.24,0.39,2026-05-10T07:48:32Z,false
2361.70,234.67,3.24,0.39,2026-05-10T07:48:34Z,false
2363.33,235.09,3.24,0.39,2026-05-10T07:48:36Z,false
2364.97,235.50,3.24,0.39,2026-05-10T07:48:38Z,false
2366.61,235.92,3.24,0.39,2026-05-10T07:48:40Z,false
2368.26,236.34,3.24,0.39,2026-05-10T07:48:42Z,false
2369.91,236.77,3.24,0.39,2026-05-10T07:48:44Z,false
2371.57,237.19,3.24,0.39,2026-05-10T07:48:46Z,false
2373.23,237.62,3.23,0.39,2026-05-10T07:48:48Z,false
2374.90,238.05,3.23,0.39,2026-05-10T07:48:50Z,false
2376.57,238.47,3.23,0.38,2026-05-10T07:48:52Z,false
2378.24,238.90,3.23,0.38,2026-05-10T07:48:54Z,false
2379.92,239.33,3.23,0.38,2026-05-10T07:48:56Z,false
2381.59,239.75,3.23,0.38,2026-05-10T07:48:58Z,false
2383.27,240.17,3.23,0.38,2026-05-10T07:49:00Z,false
2384.95,240.59,3.23,0.38,2026-05-10T07:49:02Z,false
2386.62,241.01,3.22,0.38,2026-05-10T07:49:04Z,false
2388.30,241.42,3.22,0.37,2026-05-10T07:49:06Z,false
2389.97,241.82,3.22,0.37,2026-05-10T07:49:08Z,false
2391.64,242.22,3.22,0.37,2026-05-10T07:49:10Z,false
2393.30,242.62,3.22,0.37,2026-05-10T07:49:12Z,false
2394.96,243.01,3.22,0.37,2026-05-10T07:49:14Z,false
2396.62,243.39,3.21,0.37,2026-05-10T07:49:16Z,false
2398.27,243.76,3.21,0.37,2026-05-10T07:49:18Z,false
2399.91,244.13,3.21,0.36,2026-05-10T07:49:20Z,false
2401.55,244.49,3.21,0.36,2026-05-10T07:49:22Z,false
2403.18,244.84,3.21,0.36,2026-05-10T07:49:24Z,false
2404.81,245.18,3.20,0.36,2026-05-10T07:49:26Z,false
2406.43,245.52,3.20,0.36,2026-05-10T07:49:28Z,false
2408.04,245.84,3.20,0.36,2026-05-10T07:49:30Z,false
2409.65,246.16,3.20,0.35,2026-05-10T07:49:32Z,false
2411.25,246.47,3.20,0.35,2026-05-10T07:49:34Z,false
2412.85,246.77,3.19,0.35,2026-05-10T07:49:36Z,false
2414.44,247.06,3.19,0.35,2026-05-10T07:49:38Z,false
2416.02,247.34,3.19,0.35,2026-05-10T07:49:40Z,false
2417.61,247.62,3.19,0.34,2026-05-10T07:49:42Z,false
2419.19,247.89,3.19,0.34,2026-05-10T07:49:44Z,false
2420.76,248.15,3.18,0.34,2026-05-10T07:49:46Z,false
2422.34,248.40,3.18,0.34,2026-05-10T07:49:48Z,false
2423.91,248.65,3.18,0.34,2026-05-10T07:49:50Z,false
2425.49,248.90,3.18,0.33,2026-05-10T07:49:52Z,false
2427.06,249.14,3.17,0.33,2026-05-10T07:49:54Z,false
2428.63,249.37,3.17,0.33,2026-05-10T07:49:56Z,false
2430.21,249.60,3.17,0.33,2026-05-10T07:49:58Z,false
2431.78,249.83,3.16,0.33,2026-05-10T07:50:00Z,false
2433.36,250.05,3.16,0.32,2026-05-10T07:50:02Z,false
2434.95,250.28,3.16,0.32,2026-05-10T07:50:04Z,false
2436.54,250.50,3.16,0.32,2026-05-10T07:50:06Z,false
2438.13,250.71,3.15,0.32,2026-05-10T07:50:08Z,false
2439.72,250.93,3.15,0.31,2026-05-10T07:50:10Z,false
2441.32,251.15,3.15,0.31,2026-05-10T07:50:12Z,false
2442.93,251.37,3.14,0.31,2026-05-10T07:50:14Z,false
2444.54,251.59,3.14,0.31,2026-05-10T07:50:16Z,false
2446.16,251.81,3.14,0.31,2026-05-10T07:50:18Z,false
2447.78,252.02,3.14,0.30,2026-05-10T07:50:20Z,true
2449.41,252.25,3.39,0.30,2026-05-10T07:50:22Z,true
2451.04,252.47,3.65,0.30,2026-05-10T07:50:24Z,true
2452.68,252.69,3.90,0.30,2026-05-10T07:50:26Z,true
2454.32,252.91,4.14,0.29,2026-05-10T07:50:28Z,true
2455.96,253.14,4.38,0.29,2026-05-10T07:50:30Z,true
2457.61,253.37,4.60,0.29,2026-05-10T07:50:32Z,true
2459.26,253.59,4.82,0.29,2026-05-10T07:50:34Z,true
2460.91,253.82,5.02,0.28,2026-05-10T07:50:36Z,true
2462.57,254.05,5.20,0.28,2026-05-10T07:50:38Z,true
2464.22,254.28,5.37,0.28,2026-05-10T07:50:40Z,true
2465.88,254.51,5.52,0.28,2026-05-10T07:50:42Z,true
2467.54,254.73,5.65,0.27,2026-05-10T07:50:44Z,true
2469.19,254.96,5.76,0.27,2026-05-10T07:50:46Z,true
2470.85,255.18,5.85,0.27,2026-05-10T07:50:48Z,true
2472.50,255.40,5.91,0.27,2026-05-10T07:50:50Z,true
2474.15,255.62,5.96,0.26,2026-05-10T07:50:52Z,true
2475.79,255.84,5.98,0.26,2026-05-10T07:50:54Z,true
2477.43,256.05,5.97,0.26,2026-05-10T07:50:56Z,true
2479.07,256.26,5.94,0.26,2026-05-10T07:50:58Z,true
2480.71,256.46,5.89,0.25,2026-05-10T07:51:00Z,true
2482.34,256.66,5.82,0.25,2026-05-10T07:51:02Z,true
2483.96,256.85,5.73,0.25,2026-05-10T07:51:04Z,true
2485.59,257.03,5.61,0.25,2026-05-10T07:51:06Z,true
2487.20,257.21,5.47,0.24,2026-05-10T07:51:08Z,true
2488.81,257.38,5.32,0.24,2026-05-10T07:51:10Z,true
2490.42,257.55,5.14,0.24,2026-05-10T07:51:12Z,true
2492.03,257.70,4.95,0.24,2026-05-10T07:51:14Z,true
2493.63,257.85,4.74,0.23,2026-05-10T07:51:16Z,true
2495.23,257.99,4.52,0.23,2026-05-10T07:51:18Z,true
2496.82,258.12,4.29,0.23,2026-05-10T07:51:20Z,true
2498.41,258.25,4.04,0.22,2026-05-10T07:51:22Z,true
2500.01,258.37,3.79,0.22,2026-05-10T07:51:24Z,true
2501.60,258.47,3.53,0.22,2026-05-10T07:51:26Z,true
2503.19,258.57,3.27,0.22,2026-05-10T07:51:28Z,true
2504.78,258.67,3.01,0.21,2026-05-10T07:51:30Z,true
2506.37,258.75,3.01,0.21,2026-05-10T07:51:32Z,false
2507.97,258.83,3.00,0.21,2026-05-10T07:51:34Z,false
2509.57,258.90,3.00,0.21,2026-05-10T07:51:36Z,false
2511.17,258.97,2.99,0.20,2026-05-10T07:51:38Z,false
2512.77,259.03,2.99,0.20,2026-05-10T07:51:40Z,false
2514.38,259.08,2.98,0.20,2026-05-10T07:51:42Z,false
2516.00,259.13,2.98,0.19,2026-05-10T07:51:44Z,false
2517.62,259.18,2.98,0.19,2026-05-10T07:51:46Z,false
2519.25,259.22,2.97,0.19,2026-05-10T07:51:48Z,false
2520.88,259.26,2.97,0.19,2026-05-10T07:51:50Z,false
2522.53,259.29,2.96,0.18,2026-05-10T07:51:52Z,false
2524.17,259.33,2.96,0.18,2026-05-10T07:51:54Z,false
2525.83,259.36,2.96,0.18,2026-05-10T07:51:56Z,false
2527.49,259.39,2.95,0.18,2026-05-10T07:51:58Z,false
2529.16,259.42,2.95,0.17,2026-05-10T07:52:00Z,false
2530.84,259.45,2.94,0.17,2026-05-10T07:52:02Z,false
2532.52,259.49,2.94,0.17,2026-05-10T07:52:04Z,false
2534.21,259.52,2.94,0.16,2026-05-10T07:52:06Z,false
2535.90,259.55,2.93,0.16,2026-05-10T07:52:08Z,false
2537.60,259.59,2.93,0.16,2026-05-10T07:52:10Z,false
2539.30,259.63,2.92,0.16,2026-05-10T07:52:12Z,false
2541.01,259.66,2.92,0.15,2026-05-10T07:52:14Z,false
2542.72,259.71,2.91,0.15,2026-05-10T07:52:16Z,false
2544.43,259.75,2.91,0.15,2026-05-10T07:52:18Z,false
2546.15,259.80,2.91,0.15,2026-05-10T07:52:20Z,false
2547.86,259.85,2.90,0.14,2026-05-10T07:52:22Z,false
2549.58,259.90,2.90,0.14,2026-05-10T07:52:24Z,false
2551.29,259.95,2.89,0.14,2026-05-10T07:52:26Z,false
2553.01,260.00,2.89,0.13,2026-05-10T07:52:28Z,false
2554.72,260.06,2.89,0.13,2026-05-10T07:52:30Z,false
2556.43,260.12,2.88,0.13,2026-05-10T07:52:32Z,false
2558.14,260.17,2.88,0.13,2026-05-10T07:52:34Z,false
2559.84,260.23,2.87,0.12,2026-05-10T07:52:36Z,false
2561.54,260.29,2.87,0.12,2026-05-10T07:52:38Z,false
2563.23,260.35,2.87,0.12,2026-05-10T07:52:40Z,false
2564.92,260.40,2.86,0.12,2026-05-10T07:52:42Z,false
2566.60,260.46,2.86,0.11,2026-05-10T07:52:44Z,false
2568.28,260.51,2.85,0.11,2026-05-10T07:52:46Z,false
2569.95,260.56,2.85,0.11,2026-05-10T07:52:48Z,false
2571.62,260.61,2.85,0.11,2026-05-10T07:52:50Z,false
2573.28,260.65,2.84,0.10,2026-05-10T07:52:52Z,false
2574.93,260.69,2.84,0.10,2026-05-10T07:52:54Z,false
2576.58,260.72,2.83,0.10,2026-05-10T07:52:56Z,false
2578.22,260.75,2.83,0.10,2026-05-10T07:52:58Z,false
2579.86,260.78,2.83,0.09,2026-05-10T07:53:00Z,false
2581.50,260.79,2.82,0.09,2026-05-10T07:53:02Z,false
2583.13,260.80,2.82,0.09,2026-05-10T07:53:04Z,false
2584.76,260.81,2.82,0.09,2026-05-10T07:53:06Z,false
2586.38,260.80,2.81,0.08,2026-05-10T07:53:08Z,false
2588.01,260.79,2.81,0.08,2026-05-10T07:53:10Z,false
2589.63,260.77,2.80,0.08,2026-05-10T07:53:12Z,false
2591.25,260.75,2.80,0.08,2026-05-10T07:53:14Z,false
2592.87,260.72,2.80,0.07,2026-05-10T07:53:16Z,false
2594.50,260.67,2.79,0.07,2026-05-10T07:53:18Z,false
2596.12,260.63,2.79,0.07,2026-05-10T07:53:20Z,false
2597.75,260.57,2.79,0.07,2026-05-10T07:53:22Z,false
2599.37,260.51,2.78,0.06,2026-05-10T07:53:24Z,false
2601.01,260.44,2.78,0.06,2026-05-10T07:53:26Z,false
2602.64,260.37,2.78,0.06,2026-05-10T07:53:28Z,false
2604.28,260.29,2.77,0.06,2026-05-10T07:53:30Z,false
2605.92,260.20,2.77,0.05,2026-05-10T07:53:32Z,false
2607.57,260.11,2.76,0.05,2026-05-10T07:53:34Z,false
2609.22,260.01,2.76,0.05,2026-05-10T07:53:36Z,false
2610.87,259.91,2.76,0.05,2026-05-10T07:53:38Z,false
2612.53,259.81,2.75,0.04,2026-05-10T07:53:40Z,false
2614.19,259.70,2.75,0.04,2026-05-10T07:53:42Z,false
2615.86,259.60,2.75,0.04,2026-05-10T07:53:44Z,false
2617.53,259.49,2.75,0.04,2026-05-10T07:53:46Z,false
2619.21,259.38,2.74,0.04,2026-05-10T07:53:48Z,false
2620.88,259.27,2.74,0.03,2026-05-10T07:53:50Z,false
2622.56,259.16,2.74,0.03,2026-05-10T07:53:52Z,false
2624.24,259.05,2.73,0.03,2026-05-10T07:53:54Z,false
2625.92,258.94,2.73,0.03,2026-05-10T07:53:56Z,false
2627.61,258.83,2.73,0.03,2026-05-10T07:53:58Z,false
2629.29,258.73,2.72,0.02,2026-05-10T07:54:00Z,false
2630.97,258.63,2.72,0.02,2026-05-10T07:54:02Z,false
2632.65,258.53,2.72,0.02,2026-05-10T07:54:04Z,false
2634.33,258.43,2.72,0.02,2026-05-10T07:54:06Z,false
2636.00,258.34,2.71,0.02,2026-05-10T07:54:08Z,false
2637.67,258.25,2.71,0.01,2026-05-10T07:54:10Z,false
2639.34,258.17,2.71,0.01,2026-05-10T07:54:12Z,false
2641.00,258.08,2.70,0.01,2026-05-10T07:54:14Z,false
2642.66,258.01,2.70,0.01,2026-05-10T07:54:16Z,false
2644.31,257.93,2.70,0.01,2026-05-10T07:54:18Z,false
2645.96,257.86,2.70,0.00,2026-05-10T07:54:20Z,false
2647.60,257.80,2.69,0.00,2026-05-10T07:54:22Z,false
2649.23,257.74,2.69,-0.00,2026-05-10T07:54:24Z,false
2650.86,257.67,2.69,-0.00,2026-05-10T07:54:26Z,false
2652.49,257.62,2.69,-0.00,2026-05-10T07:54:28Z,false
2654.10,257.56,2.69,-0.01,2026-05-10T07:54:30Z,false
2655.71,257.51,2.68,-0.01,2026-05-10T07:54:32Z,false
